Program,Runtime,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-dcache-store-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses,L1-icache-loads,L1-icache-load-misses,L1-icache-prefetches,L1-icache-prefetch-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,LLC-prefetch-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,dTLB-prefetches,dTLB-prefetch-misses,iTLB-loads,iTLB-load-misses
2mm64_main_mlir,14.005002,55681962819,70284351250,2169953263,2024083,5669493442,11006160,18510,5655991655,10964279,26430897053,2247522104,7660539369,7263217,<not supported>,29647904,<not supported>,7972845,<not supported>,<not supported>,2174599979,935456,2232228,138328,123067,26543387272,2183489452,7688698528,2317923,<not supported>,<not supported>,38919,1268633
2mm65_main_mlir,14.132719,56097330193,70141017511,2174115608,1517329,5642553042,10804295,18509,5684306353,10992228,26517091198,2259306560,7683565529,5704002,<not supported>,31358285,<not supported>,10283956,<not supported>,<not supported>,2160278115,911810,4080387,128626,3195578,26682100821,2202742608,7697040856,2233211,<not supported>,<not supported>,57156,1209777
2mm66_main_mlir,14.033647,55925547234,70419172313,2191156613,1387101,5624073059,10503300,18510,5642081022,10694897,26409765863,2248431746,7688964177,5739041,<not supported>,29315814,<not supported>,8269974,<not supported>,<not supported>,2162058377,841772,4879735,711591,3773800,26640148358,2184552751,7688571945,2222901,<not supported>,<not supported>,41731,1184437
2mm67_main_mlir,14.083911,55838828552,70188961570,2159479776,1652419,5657008860,10599736,18508,5652269726,10388632,26564249064,2253405187,7652402737,3505649,<not supported>,30066457,<not supported>,7955784,<not supported>,<not supported>,2166476224,913134,3617723,78086,2957426,26575425595,2185437255,7695095493,2326342,<not supported>,<not supported>,38651,1278859
2mm68_main_mlir,13.918677,55471490923,70277954785,2164424604,1446202,5655028974,10853291,18509,5664064929,10847045,26486618234,2224367852,7685662358,7426855,<not supported>,21589918,<not supported>,8298129,<not supported>,<not supported>,2153226968,1013612,4243051,238922,3342388,26625445708,2194933845,7664744899,2230951,<not supported>,<not supported>,31758,1212684
2mm69_main_mlir,14.044719,55870105413,70319651585,2184746503,1555558,5612033646,10360721,18506,5627340735,10651939,26469697544,2201858617,7692144332,3322767,<not supported>,16896191,<not supported>,8952332,<not supported>,<not supported>,2160180472,963526,4377832,612076,3758563,26496362576,2178984201,7700608746,2297345,<not supported>,<not supported>,100584,3522729
2mm70_main_mlir,13.971282,55709450717,70249534850,2170946449,1740547,5643613704,11636029,18509,5657247317,11651790,26555756713,2234977744,7677607069,3964522,<not supported>,23139196,<not supported>,13168509,<not supported>,<not supported>,2159843676,917829,4128665,133860,3168952,26517576888,2187044932,7675781487,2309892,<not supported>,<not supported>,32381,2336341
2mm71_main_mlir,14.003631,56046905164,70336938965,2164576371,2510629,5615029497,10848624,18510,5619278949,10772752,26465460688,2226237184,7690865585,6092172,<not supported>,24007871,<not supported>,10761698,<not supported>,<not supported>,2160144332,1377047,2943437,127680,2011128,26640440875,2195361111,7702282704,3623890,<not supported>,<not supported>,539162,1424424
2mm72_main_mlir,14.005390,55618502818,70171777182,2169442083,1683251,5666901187,10952895,18508,5672492101,10955941,26517391300,2250265023,7693578962,7435310,<not supported>,30115729,<not supported>,8155898,<not supported>,<not supported>,2172718978,1014130,2275153,148149,1186415,26513304801,2184892360,7673806119,2308448,<not supported>,<not supported>,181091,1280505
2mm73_main_mlir,13.985368,55996725832,70332164852,2167023301,1601230,5635975039,10987548,18511,5681078546,11045162,26627776315,2250662788,7670829063,8143937,<not supported>,29309789,<not supported>,12009277,<not supported>,<not supported>,2146292223,972592,4148329,213510,3273577,26649936055,2194753165,7678866472,2297773,<not supported>,<not supported>,269985,1298339
2mm74_main_mlir,13.982931,55645400015,70187577925,2166721761,2405847,5658124586,10641273,18508,5642113479,10403586,26569883192,2247579148,7676583769,6658726,<not supported>,20625807,<not supported>,8393282,<not supported>,<not supported>,2171775388,894214,2268045,59008,229020,26472060554,2177820507,7671457922,2370199,<not supported>,<not supported>,324786,1310489
2mm75_main_mlir,13.947544,55586415077,70211978972,2176580001,1728412,5615052729,10469037,18508,5640662385,10645895,26475532935,2245646333,7717820996,5950145,<not supported>,27042191,<not supported>,8575081,<not supported>,<not supported>,2165382635,1143693,3629728,130363,2457528,26501741822,2187272149,7659861728,2222997,<not supported>,<not supported>,32134,1200605
2mm76_main_mlir,14.029153,55950032504,70296817208,2171722145,2146026,5672997646,10770506,18509,5686652218,10801940,26565874145,2241123364,7694622473,6899857,<not supported>,27041835,<not supported>,8693829,<not supported>,<not supported>,2153586229,1469050,2210707,116255,259728,26583974563,2201852607,7684441498,2250429,<not supported>,<not supported>,10876,1188509
2mm77_main_mlir,13.920796,55551370173,70225210298,2166599249,1542573,5648721842,10826489,18508,5658770167,10887071,26447854761,2228209701,7683939464,4340158,<not supported>,27621945,<not supported>,8096640,<not supported>,<not supported>,2174191898,896985,3899365,222841,3282445,26662085858,2200151773,7687869417,2262272,<not supported>,<not supported>,4023,1223521
2mm78_main_mlir,14.106486,56031353931,70380472017,2167966271,1740708,5672894120,10919356,18510,5676426169,10926870,26474174946,2248150162,7690068834,8125822,<not supported>,30009328,<not supported>,8210872,<not supported>,<not supported>,2163555022,1124805,4419265,524539,3780055,26561503837,2190993453,7676922390,2362537,<not supported>,<not supported>,217429,1271814
2mm79_main_mlir,13.919412,55469982125,70148686088,2161756901,1269757,5657459524,10915030,18508,5674416921,10956601,26525372959,2245265197,7682268975,3906139,<not supported>,29172550,<not supported>,8393604,<not supported>,<not supported>,2155693056,981166,4780914,559735,3917199,26661773211,2195461092,7673552991,2191669,<not supported>,<not supported>,75077,1265946
2mm80_main_mlir,14.060671,55921975269,70319841259,2178182349,1507872,5605299686,10543131,18509,5609475186,10469302,26480332386,2249476800,7682027649,3110444,<not supported>,27310253,<not supported>,8676788,<not supported>,<not supported>,2157839557,926381,5343036,1254104,3477293,26639097627,2172376044,7704871122,2213496,<not supported>,<not supported>,80632,1423773
2mm81_main_mlir,13.900687,55576470732,70389566488,2165657417,1658948,5659686611,10920987,18509,5676102019,10918697,26508627842,2225410370,7650021980,3875713,<not supported>,27242561,<not supported>,8150754,<not supported>,<not supported>,2151170139,1246373,3625144,130022,2517029,26600482832,2189644574,7700344377,2434516,<not supported>,<not supported>,14322,2310311
2mm82_main_mlir,14.030935,55828204493,70259555575,2180190368,1573493,5611805394,11001176,18509,5650431127,11187906,26475020855,2226535094,7697557602,9405258,<not supported>,18176152,<not supported>,8598315,<not supported>,<not supported>,2165243276,887077,4809500,659192,3849013,26622601581,2191665378,7673302429,2232546,<not supported>,<not supported>,335077,1184838
2mm83_main_mlir,13.930098,55855174952,70400594841,2170857522,1437024,5660536038,10706364,18507,5663647931,10693835,26519020492,2238880600,7651180522,2972714,<not supported>,28883619,<not supported>,10075369,<not supported>,<not supported>,2153348089,793013,4440671,442366,3782068,26568546690,2186981528,7686263004,2255574,<not supported>,<not supported>,18298,1381204
2mm84_main_mlir,14.033707,55908345206,70471787011,2178244284,1678470,5622763791,10478172,18507,5655799070,10780552,26432580467,2229134282,7678198654,3451808,<not supported>,28555733,<not supported>,8562679,<not supported>,<not supported>,2146141794,1017570,5219696,1203817,3728751,26726314399,2187633471,7680221252,2207520,<not supported>,<not supported>,10478,1199217
2mm85_main_mlir,13.900293,55234118325,70043458913,2155072681,1611202,5657335093,10729680,18509,5665247102,10534036,26505063879,2253993442,7691208578,6386799,<not supported>,27475668,<not supported>,8064298,<not supported>,<not supported>,2171045221,886137,4147659,404796,3771075,26607988378,2180808749,7684494288,2323945,<not supported>,<not supported>,36893,1319273
2mm86_main_mlir,14.063605,55973620979,70353793713,2182553103,1558589,5615603854,10440372,18507,5630510809,10432508,26580713498,2255991118,7672498661,4272413,<not supported>,28857909,<not supported>,8575749,<not supported>,<not supported>,2154887462,828063,4145912,122880,3166564,26561390020,2182653981,7696235410,2408902,<not supported>,<not supported>,17468,1179877
2mm87_main_mlir,13.871055,55581450252,70302801562,2167654941,1161186,5643846684,11779784,18507,5649162923,11719506,26501197333,2200704794,7690310111,4074302,<not supported>,13245848,<not supported>,8519997,<not supported>,<not supported>,2155269473,594710,4572414,548074,3778714,26498348552,2175987384,7690254013,2267364,<not supported>,<not supported>,136618,4798433
2mm88_main_mlir,14.078725,55989586029,70193038804,2168254753,1219609,5658418773,10643916,18508,5648221474,10402305,26564458791,2246289656,7635251822,5318958,<not supported>,29165690,<not supported>,8087448,<not supported>,<not supported>,2175515997,570727,5096819,787038,3862030,26569872309,2176070182,7680365292,2311657,<not supported>,<not supported>,11988,1238104
2mm89_main_mlir,13.942819,55882005893,70317587947,2171710308,1413331,5644074614,11761682,18508,5669232077,12047887,26417180791,2234437719,7681979238,3871770,<not supported>,28314398,<not supported>,12446927,<not supported>,<not supported>,2155553830,783185,4154317,147351,3153986,26615309082,2191927499,7691060713,2245053,<not supported>,<not supported>,70649,6577438
2mm90_main_mlir,14.121813,55863864277,69965131451,2167664211,1768870,5648260451,10730472,18506,5665792623,10744338,26473899239,2240420717,7676138959,3686993,<not supported>,29288414,<not supported>,8482576,<not supported>,<not supported>,2164088491,769027,4637896,715596,3878316,26724255645,2199299589,7680419677,2182105,<not supported>,<not supported>,84773,1230271
2mm91_main_mlir,13.958303,55711719848,70336577961,2182243312,1484954,5612242622,10478694,18509,5625827844,10480793,26574503474,2256335165,7690069396,6153576,<not supported>,28988245,<not supported>,8603855,<not supported>,<not supported>,2158562427,829694,4608946,599466,3863602,26513657154,2172594986,7678594420,2357063,<not supported>,<not supported>,354818,1198434
2mm92_main_mlir,14.005109,55877078290,70156910293,2161685912,1567551,5631464749,10752408,18510,5651620009,10767056,26580177554,2255708569,7675800157,5507770,<not supported>,28781318,<not supported>,11766147,<not supported>,<not supported>,2161370457,866858,4970952,669934,3860063,26592042057,2181935907,7682250568,2463811,<not supported>,<not supported>,118893,1459661
2mm93_main_mlir,13.942793,55715698693,70212477981,2178307387,1489255,5615662344,10383556,18508,5660707305,10683715,26485447885,2236534814,7692459469,3457221,<not supported>,28647871,<not supported>,8559210,<not supported>,<not supported>,2156413808,1229209,3969617,143166,2958837,26610080601,2192844897,7666115756,2200920,<not supported>,<not supported>,8635,1165981
2mm94_main_mlir,14.100011,55969623042,70301122133,2164302365,2077256,5629740153,10782094,18508,5667161272,10930212,26502421508,2257522792,7717853424,7900622,<not supported>,25049912,<not supported>,8226012,<not supported>,<not supported>,2158511454,1606939,3972352,337488,3604203,26570924501,2178909773,7678247393,2313194,<not supported>,<not supported>,11198,1256763
2mm95_main_mlir,14.045276,55961426819,70412007791,2178534724,1524101,5613552777,10343886,18508,5630135098,10599517,26422424822,2242894093,7667345744,7161293,<not supported>,28645016,<not supported>,8626494,<not supported>,<not supported>,2154297688,952294,4395003,265564,3428408,26564173837,2183608319,7679223647,4460498,<not supported>,<not supported>,9762,1178592
2mm96_main_mlir,13.992699,55954458249,70388175717,2169299128,1310389,5643098223,10828983,18507,5652274511,10776941,26515504258,2254245098,7681705824,3808783,<not supported>,29033583,<not supported>,10379606,<not supported>,<not supported>,2157931854,865954,4659567,656256,3929174,26564844930,2181740367,7679841812,2323905,<not supported>,<not supported>,120972,1283069
2mm97_main_mlir,14.122724,55745304965,70231739856,2164862188,2526320,5668922822,10835918,18509,5674972430,10828628,26482268469,2236071746,7692659034,5195074,<not supported>,28887649,<not supported>,8422476,<not supported>,<not supported>,2167363758,1527050,2575134,154402,220870,26593413750,2195526514,7651676812,2236608,<not supported>,<not supported>,143474,1268316
2mm98_main_mlir,13.911674,55829126460,70247744558,2161999913,1572730,5645911189,11210403,18506,5672240670,11322844,26485140806,2245320389,7701054367,4747184,<not supported>,28057452,<not supported>,13240105,<not supported>,<not supported>,2156851842,1284189,3329013,137980,2529725,26580042880,2197569576,7665063616,2305768,<not supported>,<not supported>,574347,2161750
2mm99_main_mlir,13.961724,55777543412,70437352039,2186148002,1422904,5628110248,10447442,18510,5624568689,10373434,26475073379,2250394057,7656379491,4172499,<not supported>,28079134,<not supported>,8645328,<not supported>,<not supported>,2157945373,810169,5207858,738124,3950012,26565203280,2175690229,7698881460,2562675,<not supported>,<not supported>,145298,1181194
2mm100_main_mlir,13.886108,55438085304,70154384899,2167453087,1869444,5642734182,10988705,18509,5660687271,10883486,26551419221,2211674524,7674971784,4148977,<not supported>,19388066,<not supported>,10188895,<not supported>,<not supported>,2169576106,785055,2563439,119260,1581374,26536180317,2186719360,7684553124,2266447,<not supported>,<not supported>,271038,1270346
2mm101_main_mlir,14.005584,55808825824,70240818317,2165536605,1802249,5670643960,10870235,18509,5675201201,10715340,26493203897,2249203004,7663312878,3186331,<not supported>,28876879,<not supported>,8163943,<not supported>,<not supported>,2168986460,863483,4759765,564140,3853574,26622547410,2186267367,7672504384,2373782,<not supported>,<not supported>,200665,1294753
2mm102_main_mlir,13.944011,55939621672,70312642885,2181329772,1925487,5621083885,10761263,18505,5653762857,11150447,26468792630,2233100355,7692035514,5904089,<not supported>,21957642,<not supported>,12087407,<not supported>,<not supported>,2159198528,1028232,2364890,150301,1168044,26572600321,2195423006,7660446635,2247891,<not supported>,<not supported>,458831,1479579
2mm103_main_mlir,13.960885,55747123015,70313288680,2181260127,1680543,5617553492,10421918,18509,5624799995,10412635,26556224154,2258051360,7676686848,5506616,<not supported>,28533925,<not supported>,8412675,<not supported>,<not supported>,2156726853,935462,4096988,298802,3461066,26515562464,2175589738,7684458033,2388351,<not supported>,<not supported>,13345,1159599
2mm104_main_mlir,13.890779,55605542594,70212193691,2163904366,1295986,5635849547,10747608,18509,5644901840,10693808,26514952184,2242868772,7683630662,5106006,<not supported>,24137000,<not supported>,10150303,<not supported>,<not supported>,2162637542,831436,5466090,1063783,3841192,26625301722,2178600770,7686148600,2273556,<not supported>,<not supported>,11353,1217625
2mm105_main_mlir,13.961583,55706647331,70284296945,2175409877,1844703,5617290382,10580743,18507,5626246793,10604109,26576912035,2217484236,7674413429,4275406,<not supported>,15098387,<not supported>,8501328,<not supported>,<not supported>,2158057385,921553,4096268,110481,3112205,26528621919,2183335085,7695086302,2361699,<not supported>,<not supported>,4913,1223425
2mm106_main_mlir,14.041939,56151212742,70376299580,2179065966,1389500,5637554141,10802557,18510,5661837091,10983106,26462556976,2233635864,7648837898,3021627,<not supported>,27913954,<not supported>,10339388,<not supported>,<not supported>,2163766681,1009574,4985550,649810,3910244,26614399965,2190863968,7690666103,2247200,<not supported>,<not supported>,269561,1293356
2mm107_main_mlir,13.944844,55661700491,70399675423,2184038826,1421636,5623549514,10432016,18509,5639613973,10670950,26354766137,2202835050,7674268854,3427373,<not supported>,20436913,<not supported>,8602683,<not supported>,<not supported>,2157838945,997914,4278523,247873,3292766,26631925658,2193524157,7679065710,2254584,<not supported>,<not supported>,144445,1179162
2mm108_main_mlir,13.969882,55645323249,70245855944,2172156035,2197322,5630134120,10507458,18506,5627502808,10502459,26528408464,2227226314,7681134000,7015936,<not supported>,20401944,<not supported>,9034651,<not supported>,<not supported>,2147822624,1137300,2384720,142055,144705,26489769678,2178765439,7680238443,2408672,<not supported>,<not supported>,261447,1199281
2mm109_main_mlir,13.929668,55524044052,70159265511,2165713262,1434515,5632106344,10732960,18509,5658696213,10816122,26471940729,2242711658,7693024222,3501391,<not supported>,28147716,<not supported>,8542219,<not supported>,<not supported>,2153249138,1048956,3857717,139049,2899389,26686151304,2197173191,7667471749,2198273,<not supported>,<not supported>,8434,1163672
2mm110_main_mlir,14.072570,55798822544,70085203649,2166440151,1728761,5612050105,10452647,18505,5638157697,10430299,26608169616,2252966907,7665790323,3023022,<not supported>,28264695,<not supported>,8270977,<not supported>,<not supported>,2162894042,1150324,5268192,1375700,3366855,26668444443,2171518189,7716599074,2333024,<not supported>,<not supported>,233599,1263406
2mm111_main_mlir,13.949768,55737533074,70324995342,2183364058,1592630,5615632823,10399121,18509,5624096287,10509254,26518963422,2216723550,7688399837,5357482,<not supported>,20687864,<not supported>,8657325,<not supported>,<not supported>,2165636620,941639,5218049,771742,3785159,26491487202,2168546323,7688432179,2293413,<not supported>,<not supported>,272871,1183490
2mm112_main_mlir,13.900843,55705299576,70238418612,2154128156,1600292,5655072554,10758372,18507,5633405364,10657959,26493303802,2255028943,7665699134,3252626,<not supported>,28278151,<not supported>,12018441,<not supported>,<not supported>,2162127032,926190,5213975,955980,4018616,26728399698,2182651428,7704333214,2437905,<not supported>,<not supported>,19268,1288580
2mm113_main_mlir,13.926605,55590851516,70369354195,2175382566,1801797,5680196892,11001817,18509,5678390636,10943563,26477990877,2225849836,7668485566,4227446,<not supported>,26884152,<not supported>,8611335,<not supported>,<not supported>,2154691825,1372968,2623047,145492,1409218,26631972164,2199483546,7679238591,2239451,<not supported>,<not supported>,319625,1207905
2mm114_main_mlir,13.903641,55779108454,70226475387,2158833749,1643821,5662329660,12998297,18510,5644192578,12671777,26520326780,2255874338,7673421847,4991700,<not supported>,28121794,<not supported>,11113405,<not supported>,<not supported>,2165381398,848382,4512700,549084,3752434,26602323872,2187858446,7700435547,2417428,<not supported>,<not supported>,242165,3566800
2mm115_main_mlir,14.020289,56146290209,70266898129,2166489797,1678060,5669770030,11102749,18508,5657613401,10894911,26473398414,2247346182,7657402893,5276291,<not supported>,24592946,<not supported>,9585248,<not supported>,<not supported>,2169509830,936112,2740736,131838,1790512,26571069410,2199200220,7687072638,2291831,<not supported>,<not supported>,619921,4777627
2mm116_main_mlir,13.988751,55605777177,70043714269,2160804292,1778247,5628162945,10611486,18509,5635775712,10539943,26578610167,2246934503,7668847945,2993334,<not supported>,26053488,<not supported>,7935378,<not supported>,<not supported>,2175215242,845539,4206912,386206,3675059,26548194924,2172739918,7676772461,2334979,<not supported>,<not supported>,19563,1267226
2mm117_main_mlir,14.035789,55891766352,70318233110,2181676347,1415075,5638231930,10582282,18508,5680333139,10778336,26471097287,2229790964,7683388150,5151346,<not supported>,26527906,<not supported>,8525509,<not supported>,<not supported>,2160634565,1069529,3803704,177105,3217045,26620530430,2192164086,7665685443,2204532,<not supported>,<not supported>,97714,1165090
2mm118_main_mlir,13.945820,55676940274,70355744086,2174264896,1531303,5620573692,10417877,18509,5646160595,10719553,26447079139,2243193170,7672963237,7453117,<not supported>,28082674,<not supported>,8370921,<not supported>,<not supported>,2145300821,1155428,2736634,134099,1775424,26618023987,2199550852,7677966651,2194716,<not supported>,<not supported>,10474,1183662
2mm119_main_mlir,14.073493,56081654444,70353493930,2171424331,1645873,5660154777,10745255,18507,5640187902,10519167,26535209169,2254145497,7647013582,6959072,<not supported>,22383754,<not supported>,8389660,<not supported>,<not supported>,2167605844,1189016,3874335,137314,2910519,26518485689,2181888765,7679927207,2357921,<not supported>,<not supported>,427429,1260056
2mm120_main_mlir,13.966839,55780896963,70493383568,2182730967,1240076,5613157328,10416553,18507,5604502159,10395576,26489476754,2232388066,7635467070,5166236,<not supported>,22930514,<not supported>,8570271,<not supported>,<not supported>,2158303634,1220258,4496908,566428,3733597,26602541133,2182457132,7710824641,2310441,<not supported>,<not supported>,135529,1210312
2mm121_main_mlir,14.132115,56056359062,70180901107,2182316856,1076027,5635886798,10659542,18506,5675495144,10858159,26525311850,2249062787,7689026950,5603673,<not supported>,28087008,<not supported>,8763119,<not supported>,<not supported>,2162129240,840566,5190287,798107,3872975,26480491003,2178257380,7633802781,2223909,<not supported>,<not supported>,32279,1178441
2mm122_main_mlir,14.002061,55816291574,70309102439,2161136396,1292892,5671338029,11004163,18508,5669296242,10849172,26506397913,2253556918,7667720739,3310877,<not supported>,26834465,<not supported>,8086671,<not supported>,<not supported>,2164259444,611192,3906286,228112,3343852,26517048922,2183079537,7693936749,2336383,<not supported>,<not supported>,176440,1266581
2mm123_main_mlir,14.023450,56015516423,70285735102,2167143568,1470989,5651621654,10884088,18509,5637414354,10776498,26489257981,2218320422,7672012625,4323409,<not supported>,18331301,<not supported>,10295405,<not supported>,<not supported>,2162048010,1136405,3715134,133759,3065714,26627145952,2191412158,7680968834,2316048,<not supported>,<not supported>,18836,1243011
2mm124_main_mlir,13.964883,55726140353,70235212377,2174932240,1786966,5607355990,10249853,18508,5622380589,10245291,26583501259,2247657725,7698378481,6402641,<not supported>,25905115,<not supported>,8432167,<not supported>,<not supported>,2158419654,682163,2651702,156091,1046117,26504260289,2183987968,7691334909,2392853,<not supported>,<not supported>,9207,1184566
2mm125_main_mlir,14.063816,56072104345,70272325176,2171249505,1564540,5633463124,10595009,18510,5621578813,10487736,26545768971,2246789388,7690189434,4385340,<not supported>,26288443,<not supported>,8493074,<not supported>,<not supported>,2164024819,763246,4610656,464270,3720808,26533285371,2182806988,7688244970,2342577,<not supported>,<not supported>,8707,1239233
2mm126_main_mlir,13.997840,55995749995,70367674486,2176596202,1904275,5641695050,10814299,18508,5644451427,10742197,26462999992,2210851675,7662796051,3374412,<not supported>,18183377,<not supported>,10417148,<not supported>,<not supported>,2164030563,676124,4720954,638992,3828729,26580273351,2175190609,7675733944,2312264,<not supported>,<not supported>,273641,1315436
2mm127_main_mlir,13.977077,55818143060,70318863868,2169450990,2297955,5654301666,10542784,18508,5633597317,10444081,26581917672,2256860004,7660460718,7006305,<not supported>,27889430,<not supported>,8451862,<not supported>,<not supported>,2156521919,664258,2755026,160085,665516,26526242371,2180973653,7674209551,2345258,<not supported>,<not supported>,446376,1330412
